"name","genre","creative.type","production.method","revenue.inf"
"Lara Croft: Tomb Raider","Adventure","Contemporary Fiction","Live Action",193.935829
"Bad Boys II","Action","Contemporary Fiction","Live Action",192.303002
"Grown Ups","Comedy","Contemporary Fiction","Live Action",171.856766
"The Princess and the Frog","Adventure","Kids Fiction","Hand Animation",115.488582
"Neighbors","Comedy","Contemporary Fiction","Live Action",153.760892
"The Firm","Thriller/Suspense","Contemporary Fiction","Live Action",290.609555
"Mr. Peabody & Sherman","Adventure","Kids Fiction","Digital Animation",114.236078
"The Silence of the Lambs","Thriller/Suspense","Contemporary Fiction","Live Action",247.536472
"10,000 B.C.","Adventure","Historical Fiction","Live Action",110.493559
"The Godfather","Drama","Historical Fiction","Live Action",263.459703
"Exodus: Gods and Kings","Drama","Historical Fiction","Live Action",66.516172
"The Expendables","Action","Contemporary Fiction","Live Action",109.33885
"Bambi","Drama","Kids Fiction","Hand Animation",3151.688246
"American Gangster","Drama","Dramatization","Live Action",158.302831
"Hotel Transylvania 2","Comedy","Kids Fiction","Digital Animation",136.805162
"We're the Millers","Comedy","Contemporary Fiction","Live Action",154.833793
"xXx","Action","Contemporary Fiction","Live Action",204.157407
"Batman Returns","Action","Super Hero","Live Action",328.413857
"Something's Gotta Give","Romantic Comedy","Contemporary Fiction","Live Action",171.321462
"Waterworld","Action","Science Fiction","Live Action",169.737172
"Bridget Jones: The Edge Of Reason","Romantic Comedy","Contemporary Fiction","Live Action",54.173009
"Real Steel","Action","Science Fiction","Live Action",90.201414
"The Fifth Element","Action","Science Fiction","Live Action",115.867099
"Cinderella","Drama","Fantasy","Hand Animation",1347.443178
"The Incredible Hulk","Adventure","Super Hero","Live Action",157.149562
"Epic","Adventure","Kids Fiction","Digital Animation",110.692664
"Jumanji","Adventure","Fantasy","Live Action",191.3269
"Borat","Comedy","Contemporary Fiction","Live Action",164.046459
"Indecent Proposal","Drama","Contemporary Fiction","Live Action",204.737992
"Robots","Adventure","Kids Fiction","Digital Animation",167.400017
"The Lone Ranger","Western","Historical Fiction","Live Action",91.925768
"Charlie's Angels","Action","Contemporary Fiction","Live Action",194.39854
"Paddington","Adventure","Kids Fiction","Animation/Live Action",76.223578
"Knight and Day","Action","Contemporary Fiction","Live Action",81.072339
"Out of Africa","Drama","Historical Fiction","Live Action",179.887705
"Super 8","Thriller/Suspense","Science Fiction","Live Action",134.051066
"American Hustle","Black Comedy","Dramatization","Live Action",154.235831
"The Full Monty","Comedy","Contemporary Fiction","Live Action",83.213427
"Erin Brockovich","Drama","Dramatization","Live Action",194.961498
"The Village","Thriller/Suspense","Contemporary Fiction","Live Action",153.915855
"Rush Hour 3","Action","Contemporary Fiction","Live Action",170.47302
"Bean","Comedy","Contemporary Fiction","Live Action",82.594532
"Maze Runner: The Scorch Trials","Thriller/Suspense","Science Fiction","Live Action",75.518812
"Cliffhanger","Action","Contemporary Fiction","Live Action",144.278427
"Gang jiong","Comedy","Contemporary Fiction","Live Action",1.302281
"Wild Hogs","Comedy","Contemporary Fiction","Live Action",204.643562
"Michael Jackson's This Is It","Documentary","Factual","Live Action",80.45357
"True Grit","Western","Historical Fiction","Live Action",181.004908
"After Earth","Action","Science Fiction","Live Action",62.308724
"You've Got Mail","Drama","Contemporary Fiction","Live Action",201.36212
"Annabelle","Horror","Fantasy","Live Action",86.336818
"Enemy of the State","Action","Contemporary Fiction","Live Action",197.049779
"Hercules","Adventure","Historical Fiction","Hand Animation",180.61474
"Total Recall","Action","Science Fiction","Live Action",215.349822
"Brother Bear","Adventure","Kids Fiction","Hand Animation",118.360337
"Space Jam","Comedy","Kids Fiction","Animation/Live Action",170.672536
"Eragon","Adventure","Fantasy","Animation/Live Action",94.899236
"The Blair Witch Project","Horror","Contemporary Fiction","Live Action",231.542725
"The Truman Show","Drama","Contemporary Fiction","Live Action",223.913922
"The Ring","Horror","Contemporary Fiction","Live Action",185.852761
"Unbreakable","Thriller/Suspense","Super Hero","Live Action",147.154041
"Love Actually","Romantic Comedy","Contemporary Fiction","Live Action",82.468899
"Marley & Me","Comedy","Dramatization","Live Action",165.064862
"Bienvenue chez les Ch'tis","Comedy","Contemporary Fiction","Live Action",1.714636
"Grown Ups 2","Comedy","Contemporary Fiction","Live Action",137.614451
"Dumb & Dumber","Comedy","Contemporary Fiction","Live Action",253.100062
"Babe","Adventure","Contemporary Fiction","Live Action",122.232475
"Lilo & Stitch","Adventure","Kids Fiction","Hand Animation",210.001325
"8 Mile","Drama","Contemporary Fiction","Live Action",168.048985
"Rango","Adventure","Kids Fiction","Digital Animation",130.096584
"Rush Hour","Action","Contemporary Fiction","Live Action",251.413775
"Hulk","Action","Super Hero","Live Action",183.446035
"Back to the Future Part III","Adventure","Science Fiction","Live Action",136.703418
"Hercules","Action","Fantasy","Live Action",74.468016
"Journey to the Center of the Earth","Adventure","Science Fiction","Live Action",118.560665
"RoboCop","Action","Science Fiction","Live Action",60.041693
"Four Weddings and a Funeral","Romantic Comedy","Contemporary Fiction","Live Action",106.853027
"Face/Off","Action","Contemporary Fiction","Live Action",204.733506
"Pixels","Comedy","Science Fiction","Live Action",78.464337
"Die Hard 2","Action","Contemporary Fiction","Live Action",208.120217
"Crocodile Dundee 2","Adventure","Contemporary Fiction","Live Action",195.81358
"The Girl with the Dragon Tattoo","Thriller/Suspense","Contemporary Fiction","Live Action",108.017235
"Resident Evil: Retribution","Action","Science Fiction","Live Action",44.526642
"Batman & Robin","Action","Super Hero","Live Action",195.679895
"Dead Poets' Society","Drama","Contemporary Fiction","Live Action",197.873755
"Hauru no ugoku shiro","Adventure","Kids Fiction","Hand Animation",6.150778
"Click","Comedy","Fantasy","Live Action",175.501834
"Cloudy with a Chance of Meatballs","Comedy","Kids Fiction","Digital Animation",139.321822
"American Reunion","Comedy","Contemporary Fiction","Live Action",59.682335
"Dark Shadows","Black Comedy","Fantasy","Live Action",83.833694
"Silver Linings Playbook","Drama","Contemporary Fiction","Live Action",136.754827
"2 Fast 2 Furious","Action","Contemporary Fiction","Live Action",176.45023
"Artificial Intelligence: AI","Drama","Science Fiction","Animation/Live Action",116.258245
"A Few Good Men","Drama","Contemporary Fiction","Live Action",283.730579
"American Pie","Comedy","Contemporary Fiction","Live Action",167.624433
"Eraser","Action","Contemporary Fiction","Live Action",191.796148
"Mr. Bean's Holiday","Comedy","Contemporary Fiction","Live Action",39.647217
"The Mask of Zorro","Adventure","Historical Fiction","Live Action",167.348374
"Spy!","Comedy","Contemporary Fiction","Live Action",110.825712
"The Day the Earth Stood Still","Adventure","Science Fiction","Live Action",92.275274
"Gone in 60 Seconds","Action","Contemporary Fiction","Live Action",157.838957
"Gulliver's Travels","Comedy","Fantasy","Animation/Live Action",45.299788
"Million Dollar Baby","Drama","Contemporary Fiction","Live Action",131.1732
"The English Patient","Drama","Historical Fiction","Live Action",145.019365
"Juno","Comedy","Contemporary Fiction","Live Action",205.563375
"Green Lantern","Action","Super Hero","Animation/Live Action",123.070839
"The Heat","Comedy","Contemporary Fiction","Live Action",164.292478
"Ghost Rider","Action","Super Hero","Live Action",140.88194
"Life is Beautiful","Drama","Historical Fiction","Live Action",96.464317
"The Green Hornet","Action","Super Hero","Live Action",104.260897
"Big Daddy","Comedy","Contemporary Fiction","Live Action",269.355489
"Chicken Run","Adventure","Kids Fiction","Stop-Motion Animation",165.837673
"The Imitation Game","Drama","Dramatization","Live Action",91.871079
"Charlie's Angels: Full Throttle","Action","Contemporary Fiction","Live Action",139.936306
"Argo","Thriller/Suspense","Historical Fiction","Live Action",142.461953
"Taken","Thriller/Suspense","Contemporary Fiction","Live Action",161.821102
"Get Smart","Comedy","Contemporary Fiction","Live Action",151.918078
"Yes Man","Comedy","Contemporary Fiction","Live Action",112.977674
"Good Will Hunting","Drama","Contemporary Fiction","Live Action",247.179199
"Rocky","Drama","Contemporary Fiction","Live Action",460.684591
"The Social Network","Drama","Dramatization","Live Action",102.841537
"It's Complicated","Romantic Comedy","Contemporary Fiction","Live Action",122.858308
"Sister Act","Comedy","Contemporary Fiction","Live Action",266.839224
"Con Air","Action","Contemporary Fiction","Live Action",184.335414
"Jumper","Adventure","Science Fiction","Live Action",94.5714
"Interview with the Vampire: The Vampire Chronicles","Horror","Fantasy","Live Action",215.170168
"Percy Jackson & the Olympians: The Lightning Thief","Adventure","Fantasy","Live Action",94.168652
"Lethal Weapon 2","Action","Contemporary Fiction","Live Action",297.612785
"Honey, I Shrunk the Kids","Adventure","Science Fiction","Live Action",272.510661
"Bedtime Stories","Comedy","Fantasy","Live Action",127.128364
"Wild Wild West","Adventure","Historical Fiction","Live Action",187.51054
"Fahrenheit 9/11","Documentary","Factual","Live Action",160.496968
"Constantine","Action","Contemporary Fiction","Live Action",98.586798
"Captain Phillips","Drama","Dramatization","Live Action",110.287506
"The Little Mermaid","Adventure","Kids Fiction","Hand Animation",218.601006
"Elf","Comedy","Kids Fiction","Live Action",240.561392
"Disney Planes","Comedy","Kids Fiction","Digital Animation",92.947745
"Knocked Up","Romantic Comedy","Contemporary Fiction","Live Action",180.945564
"Kingdom of Heaven","Adventure","Historical Fiction","Live Action",61.889295
"The Terminal","Drama","Dramatization","Live Action",103.826117
"What Happens in Vegas...","Romantic Comedy","Contemporary Fiction","Live Action",93.582718
"The Prince of Egypt","Adventure","Dramatization","Hand Animation",175.861216
"Sleepless in Seattle","Romantic Comedy","Contemporary Fiction","Live Action",236.254181
"The Sorcerer's Apprentice","Adventure","Fantasy","Animation/Live Action",66.992869
"Collateral","Action","Contemporary Fiction","Live Action",134.787316
"Valentine's Day","Romantic Comedy","Contemporary Fiction","Live Action",117.207211
"Jack Reacher","Drama","Contemporary Fiction","Live Action",83.856954
"Presumed Innocent","Thriller/Suspense","Contemporary Fiction","Live Action",162.8687
"Dracula Untold","Action","Fantasy","Live Action",57.362548
"Twins","Comedy","Contemporary Fiction","Live Action",194.592674
"Bad Teacher","Comedy","Contemporary Fiction","Live Action",105.85765
"The Patriot","Drama","Historical Fiction","Live Action",175.98793
"Australia","Drama","Historical Fiction","Live Action",57.624378
"Just Go With It","Romantic Comedy","Contemporary Fiction","Live Action",108.744672
"Hansel & Gretel: Witch Hunters","Action","Contemporary Fiction","Live Action",57.34785
"Flightplan","Thriller/Suspense","Contemporary Fiction","Live Action",117.121636
"The Bourne Identity","Thriller/Suspense","Contemporary Fiction","Live Action",174.990569
"Dirty Dancing","Drama","Historical Fiction","Live Action",135.330797
"Ted 2","Comedy","Fantasy","Live Action",81.28483
"Vertical Limit","Action","Contemporary Fiction","Live Action",105.101437
"Battle: Los Angeles","Action","Science Fiction","Live Action",88.188371
"Miss Congeniality","Comedy","Contemporary Fiction","Live Action",161.309586
"Crouching Tiger, Hidden Dragon","Action","Fantasy","Live Action",190.38289
"The Help","Drama","Historical Fiction","Live Action",179.120955
"Ghostbusters II","Comedy","Science Fiction","Live Action",230.753543
"Lemony Snicket's A Series of Unfortunate Events","Comedy","Kids Fiction","Live Action",158.878997
"Master and Commander: The Far Side of the World","Adventure","Historical Fiction","Live Action",129.936073
"Pulp Fiction","Drama","Contemporary Fiction","Live Action",215.688346
"Non-Stop","Action","Contemporary Fiction","Live Action",93.987985
"District 9","Thriller/Suspense","Science Fiction","Animation/Live Action",129.061198
"Horrible Bosses","Comedy","Contemporary Fiction","Live Action",124.06024
"Ace Ventura: When Nature Calls","Comedy","Contemporary Fiction","Live Action",208.347932
"Public Enemies","Drama","Dramatization","Live Action",108.368759
"Disclosure","Drama","Contemporary Fiction","Live Action",166.238487
"End of Days","Action","Fantasy","Live Action",109.816024
"Total Recall","Action","Science Fiction","Live Action",61.910622
"Fury","Drama","Historical Fiction","Live Action",87.848825
"Due Date","Comedy","Contemporary Fiction","Live Action",106.648481
"Entrapment","Thriller/Suspense","Contemporary Fiction","Live Action",144.505079
"Immortals","Action","Fantasy","Live Action",88.133907
"Bram Stoker's Dracula","Horror","Fantasy","Live Action",157.602229
"Moonraker","Action","Contemporary Fiction","Live Action",70.3
"The Expendables 3","Action","Contemporary Fiction","Live Action",40.285145
"Braveheart","Drama","Dramatization","Live Action",145.10042
"Jaws 2","Horror","Contemporary Fiction","Live Action",102.922376
"Safe House","Thriller/Suspense","Contemporary Fiction","Live Action",132.68093
"The Aviator","Drama","Dramatization","Live Action",135.310198
"Traffic","Drama","Contemporary Fiction","Live Action",183.55749
"Garfield","Comedy","Contemporary Fiction","Animation/Live Action",101.582547
"Xi you xiang mo pian","Adventure","Fantasy","Live Action",0.018498
